Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
93043,2020-07-23 16:11:33,374930071163758,fraud_Stamm-Witting,shopping_net,2702.98,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,7dca553883b10c56eb487a370a7fcc31,1374595893,43.17547,-82.815014,0
93166,2020-07-23 17:23:55,30199621383748,"fraud_Hagenes, Hermann and Stroman",travel,3390.34,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,948028d53de0a08c1d446465884270c6,1374600235,33.875083000000004,-96.158427,0
95549,2020-07-24 17:59:45,343746486082492,fraud_Boyer-Reichert,shopping_net,2243.66,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,a57ad37d762914ca1276b2d6b2152fbe,1374688785,44.538467,-86.252274,0
99987,2020-07-26 12:56:33,4228411452607671,fraud_Mohr Inc,shopping_pos,2606.86,Aaron,Stewart,M,400 Zuniga Pine,Winthrop,ME,4364,44.3229,-69.9576,6025,Advertising account planner,1995-04-22,7eedccf243e51a937a10016252236731,1374843393,44.884969,-70.040681,0
100181,2020-07-26 14:08:38,4550599031376731,fraud_Lemke and Sons,travel,3623.89,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,1968-05-29,1b93a4f519e56271d50914da12c3e165,1374847718,41.500346,-82.615137,0
100525,2020-07-26 16:12:58,346273234529002,fraud_Leannon-Nikolaus,travel,2399.59,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,1ccb49061675354e60f8ea700e03e5b3,1374855178,37.468381,-80.369786,0
105392,2020-07-27 21:40:07,4400011257587661852,"fraud_Reichert, Shanahan and Hayes",shopping_net,2250.77,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,e6adff8efe8a05c9fb10392ea608465a,1374961207,40.898315,-99.219879,0
107930,2020-07-28 14:31:42,583699482621,fraud_Turner LLC,travel,3565.77,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1936-07-22,924929a49bdf03c1bacc11d5db796998,1375021902,44.246549,-88.323272,0
108122,2020-07-28 15:32:12,4900628639996,"fraud_Ritchie, Oberbrunner and Cremin",travel,3659.29,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,b38e9a71fb6274e9984e7419f0ee6879,1375025532,34.426694,-118.246192,0
108301,2020-07-28 16:27:15,4900628639996,"fraud_Kuhic, Bins and Pfeffer",shopping_net,4152.73,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,f66a72ac15a109cfe6f1600d0dbc38e6,1375028835,34.097179,-117.795968,0
110744,2020-07-29 14:40:37,639023984367,fraud_Boyer-Haley,travel,2891.93,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,fb2174d7a6eb0192e8b0b69ae76f5e29,1375108837,43.978521,-75.041136,0
110853,2020-07-29 15:51:30,6011348830550197,fraud_Fisher Inc,shopping_net,2446.86,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,2a5e308cdbd9675cfe5dff86672a93a5,1375113090,33.250336,-86.824185,0
113162,2020-07-30 19:49:50,3595192916105588,fraud_Barrows PLC,shopping_pos,6896.23,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,d0cf855e0c93f796964eb8c8316bf992,1375213790,35.340586,-78.823993,0
114631,2020-07-31 12:42:52,630423337322,"fraud_Goyette, Howell and Collier",shopping_pos,7134.75,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,ae1381fefeb2d2ebbf555856894a5d11,1375274572,48.788425,-117.477515,0
114949,2020-07-31 15:38:46,377550167323848,fraud_Kessler Group,travel,7920.88,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.23899999999999,23045,Tourist information centre manager,1958-09-02,d34943fd592dbefee418bb111581a40f,1375285126,43.303817,-70.49110999999999,0
116468,2020-08-01 07:42:46,5540636818935089,fraud_Lebsack and Sons,misc_net,2802.29,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,40f90d524244437df11de35d99562973,1375342966,41.957307,-71.92279599999999,0
117683,2020-08-01 19:44:30,581686439828,fraud_Goyette Inc,shopping_net,3287.06,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,05193c381a388ae9aff2230cff03bbc1,1375386270,41.843484,-80.158771,0
118816,2020-08-02 05:16:54,30546453310167,"fraud_Weimann, Kuhic and Beahan",shopping_pos,5044.68,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.48899999999999,7430,"Scientist, research (medical)",1955-01-13,bed99a5f61cb71679f0223cfcba934a9,1375420614,42.729018,-72.330748,0
119581,2020-08-02 12:08:57,4890424426862856940,"fraud_Douglas, Schneider and Turner",shopping_pos,2947.68,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,1979-04-30,ae36d1bb39bbed3ad304f926d80de24c,1375445337,38.782847,-121.419004,0
119961,2020-08-02 14:20:45,4181833256558613886,fraud_Schmidt and Sons,shopping_net,2478.28,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,feb9c777517feb01db9e355b8bbfcaf5,1375453245,36.914754,-106.362371,0
120060,2020-08-02 14:56:39,4198470814557,fraud_Price Inc,shopping_net,5899.86,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,2e1308bbee3e3382bb784e7f049a1e06,1375455399,42.105221,-95.516901,0
124916,2020-08-03 20:09:37,4025612008285111,"fraud_Champlin, Rolfson and Connelly",travel,3954.39,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,6d3ac9db366dc35ff19cb0b07f90626b,1375560577,41.661211,-79.661911,0
128488,2020-08-04 18:32:43,4129767952109660,"fraud_Little, Gutmann and Lynch",shopping_net,2915.33,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",1972-06-14,63d41629d7a4a7b0a5b7b3a62f72e579,1375641163,47.828199,-96.778699,0
128618,2020-08-04 19:06:36,3523898249167098,fraud_Kassulke PLC,shopping_net,2708.39,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,ae9158ff692fe1ef36071cc108de0c7c,1375643196,41.223938,-72.998663,0
130823,2020-08-05 18:08:43,3541160328600277,fraud_Kessler Inc,travel,8645.35,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,26cb2656d2ea079cf0a0e19e7152afbe,1375726123,40.272097,-90.890833,0
131089,2020-08-05 20:55:07,3534093764340240,"fraud_Ritchie, Bradtke and Stiedemann",travel,6782.92,Jeremy,White,M,9443 Cynthia Court Apt. 038,Boulder,MT,59632,46.2306,-112.1138,1939,Patent attorney,1967-01-12,7cb41cb2180000336638853b3efeb82e,1375736107,47.085568,-111.242815,0
132654,2020-08-06 15:39:13,4155021259183870,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,2352.98,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,02b13d250d2e5fffb461717f3edd5b49,1375803553,34.580133000000004,-98.604064,0
